Snowball,Original,Porter,Lancaster
independ,['independence'],['independ'],['independ']
index,"['indexing', 'index']","['index', 'index']","['index', 'index']"
indian,['indians'],['indian'],['ind']
indic,"['indicated', 'indices']","['indic', 'indic']","['ind', 'ind']"
indistinct,['indistinct'],['indistinct'],['indistinct']
indoor,['indoor'],['indoor'],['indo']
induc,['inducements'],['induc'],['induc']
indulg,['indulge'],['indulg'],['indulg']
industri,['industries'],['industri'],['industry']
ineffect,['ineffective'],['ineffect'],['ineffect']
inerti,['inertial'],['inerti'],['inert']
infer,['inferred'],['infer'],['infer']
infertil,['infertile'],['infertil'],['infertil']
infidel,['infidels'],['infidel'],['infidel']
infight,['infighting'],['infight'],['infight']
inflat,['inflation'],['inflat'],['infl']
influenza,['influenza'],['influenza'],['influenz']
inform,['inform'],['inform'],['inform']
ingratitood,['ingratitoode'],['ingratitood'],['ingratitood']
inhibit,"['inhibiting', 'inhibit']","['inhibit', 'inhibit']","['inhibit', 'inhibit']"
inhibitor,['inhibitor'],['inhibitor'],['inhibit']
initi,"['initiated', 'initiating']","['initi', 'initi']","['in', 'in']"
injun,"['injun', 'injuns']","['injun', 'injun']","['injun', 'injun']"
injunct,['injunctions'],['injunct'],['injunct']
inland,['inland'],['inland'],['inland']
innoc,['innocently'],['innoc'],['innoc']
innuendo,['innuendo'],['innuendo'],['innuendo']
inoper,['inoperable'],['inoper'],['inop']
inquir,['inquire'],['inquir'],['inquir']
insan,['insanely'],['insan'],['ins']
insert,['inserts'],['insert'],['insert']
insipid,['insipid'],['insipid'],['insipid']
instabl,['instability'],['instabl'],['inst']
instal,"['installing', 'installment']","['instal', 'instal']","['instal', 'instal']"
institut,['institutions'],['institut'],['institut']
instruct,['instructs'],['instruct'],['instruct']
intak,['intake'],['intak'],['intak']
integr,['integrative'],['integr'],['integr']
intellectus,['intellectus'],['intellectu'],['intellect']
intellig,['intelligence'],['intellig'],['intellig']
intemper,['intemperance'],['intemper'],['intemp']
intend,['intending'],['intend'],['intend']
intens,['intensively'],['intens'],['intend']
intensifi,['intensified'],['intensifi'],['intens']
inter,['inter'],['inter'],['int']
intercept,['intercepts'],['intercept'],['interceiv']
interconnected,['interconnectedness'],['interconnected'],['interconnect']
interim,['interim'],['interim'],['interim']
interlobular,['interlobular'],['interlobular'],['interlobul']
intern,"['interne', 'internally']","['intern', 'intern']","['intern', 'intern']"
international,['internationale'],['international'],['intern']
interpret,"['interpreting', 'interprets']","['interpret', 'interpret']","['interpret', 'interpret']"
interrelationship,['interrelationship'],['interrelationship'],['interrel']
interspers,['interspersed'],['interspers'],['interspers']
interven,['intervening'],['interven'],['interv']
interview,"['interviewed', 'interviewing', 'interviewers', 'interview']","['interview', 'interview', 'interview', 'interview']","['interview', 'interview', 'interview', 'interview']"
interviewe,['interviewee'],['interviewe'],['interview']
intim,['intimating'],['intim'],['intim']
inton,"['intoned', 'intonations']","['inton', 'inton']","['inton', 'inton']"
intradepartment,['intradepartmental'],['intradepartment'],['intradepart']
intramuscular,['intramuscularly'],['intramuscularli'],['intramuscul']
intric,['intricately'],['intric'],['int']
introduc,['introduce'],['introduc'],['introduc']
intrud,['intruder'],['intrud'],['intrud']
invalid,['invalids'],['invalid'],['invalid']
invalu,['invaluable'],['invalu'],['invalu']
invas,['invasion'],['invas'],['invas']
inventor,['inventors'],['inventor'],['inv']
inventori,['inventories'],['inventori'],['inv']
invigor,['invigorating'],['invigor'],['invig']
inviol,['inviolability'],['inviol'],['inviol']
invis,"['invisible', 'invisibly']","['invis', 'invis']","['invis', 'invis']"
invok,['invoke'],['invok'],['invok']
involuntari,['involuntary'],['involuntari'],['involunt']
ion,['ions'],['ion'],['ion']
irenaeus,['irenaeus'],['irenaeu'],['irenae']
irksom,['irksome'],['irksom'],['irksom']
iron,"['ironic', 'ironical']","['iron', 'iron']","['iron', 'iron']"
ironp,['ironpants'],['ironp'],['ironp']
irregular,['irregular'],['irregular'],['irregul']
irrepar,['irreparably'],['irrepar'],['irrep']
irresist,['irresistibly'],['irresist'],['irresist']
irrit,['irritates'],['irrit'],['irrit']
island,['island'],['island'],['island']
isol,['isolation'],['isol'],['isol']
isolationist,['isolationistic'],['isolationist'],['isol']
isold,['isolde'],['isold'],['isold']
isotrop,['isotropic'],['isotrop'],['isotrop']
israel,['israels'],['israel'],['israel']
item,['item'],['item'],['item']
ito,['ito'],['ito'],['ito']
izvestia,['izvestia'],['izvestia'],['izvest']
j,['j'],['j'],['j']
jacinto,['jacinto'],['jacinto'],['jacinto']
jacket,['jackets'],['jacket'],['jacket']
jackman,['jackman'],['jackman'],['jackm']
jacob,['jacob'],['jacob'],['jacob']
jahan,['jahan'],['jahan'],['jah']
jamaica,['jamaica'],['jamaica'],['jamaic']
jame,['james'],['jame'],['jam']
jannequin,['jannequins'],['jannequin'],['jannequin']
jansen,['jansen'],['jansen'],['jans']
jap,['japs'],['jap'],['jap']
jar,['jar'],['jar'],['jar']
jaunti,['jaunty'],['jaunti'],['jaunty']
jay,['jay'],['jay'],['jay']
jealous,['jealous'],['jealou'],['jeal']
jerez,['jerez'],['jerez'],['jerez']
jerk,['jerking'],['jerk'],['jerk']
jerri,['jerrys'],['jerri'],['jerry']
jess,['jesse'],['jess'],['jess']
jesuss,['jesuss'],['jesuss'],['jesuss']
jet,['jetting'],['jet'],['jet']
jewel,['jeweler'],['jewel'],['jewel']
jh,['jh'],['jh'],['jh']
jimmi,['jimmy'],['jimmi'],['jimmy']
jinni,['jinny'],['jinni'],['jinny']
joblot,['joblot'],['joblot'],['joblot']
jockey,['jockey'],['jockey'],['jockey']
johnson,['johnson'],['johnson'],['johnson']
join,['joins'],['join'],['join']
joke,['jokes'],['joke'],['jok']
jonathan,['jonathans'],['jonathan'],['jonath']
jonesborough,['jonesborough'],['jonesborough'],['jonesborough']
journey,['journeys'],['journey'],['journey']
judeo,['judeo'],['judeo'],['judeo']
judici,['judicial'],['judici'],['jud']
juic,['juice'],['juic'],['juic']
juici,['juicy'],['juici'],['juicy']
julep,['julep'],['julep'],['julep']
julia,['julia'],['julia'],['jul']
jupit,['jupiter'],['jupit'],['jupit']
jussel,['jussel'],['jussel'],['jussel']
jyj,['jyj'],['jyj'],['jyj']
kaiser,['kaiser'],['kaiser'],['kais']
kali,['kali'],['kali'],['kal']
kan,['kan'],['kan'],['kan']
kaola,['kaola'],['kaola'],['kaol']
karn,['karns'],['karn'],['karn']
katangan,['katangan'],['katangan'],['katang']
katherin,['katherines'],['katherin'],['katherin']
kee,['kee'],['kee'],['kee']
keeeerist,['keeeerist'],['keeeerist'],['kee']
keen,['keening'],['keen'],['keen']
keith,['keith'],['keith'],['kei']
kelley,['kelleys'],['kelley'],['kelley']
kelseyvill,['kelseyville'],['kelseyvil'],['kelseyvil']
kenilworth,['kenilworth'],['kenilworth'],['kenilwor']
kennedi,['kennedy'],['kennedi'],['kennedy']
kenneth,['kenneth'],['kenneth'],['kenne']
kent,['kent'],['kent'],['kent']
kern,['kern'],['kern'],['kern']
kerrvill,['kerrville'],['kerrvil'],['kerrvil']
kershbaum,['kershbaum'],['kershbaum'],['kershba']
khan,['khan'],['khan'],['khan']
kick,"['kick', 'kicks']","['kick', 'kick']","['kick', 'kick']"
kikiyus,['kikiyus'],['kikiyu'],['kikiy']
kilhour,['kilhour'],['kilhour'],['kilho']
kimbal,['kimball'],['kimbal'],['kimbal']
kingdom,['kingdoms'],['kingdom'],['kingdom']
kinsel,['kinsell'],['kinsel'],['kinsel']
kiosk,['kiosk'],['kiosk'],['kiosk']
kiss,['kiss'],['kiss'],['kiss']
kissak,['kissak'],['kissak'],['kissak']
klinico,['klinico'],['klinico'],['klinico']
knappertsbusch,['knappertsbusch'],['knappertsbusch'],['knappertsbusch']
knight,['knightes'],['knight'],['knight']
kodak,['kodaks'],['kodak'],['kodak']
kodyk,['kodyke'],['kodyk'],['kodyk']
komleva,['komleva'],['komleva'],['komlev']
konrad,['konrad'],['konrad'],['konrad']
kornbluth,['kornbluths'],['kornbluth'],['kornbluth']
korngold,['korngold'],['korngold'],['korngold']
koshar,['koshare'],['koshar'],['kosh']
kotowaza,['kotowaza'],['kotowaza'],['kotowaz']
kwango,['kwango'],['kwango'],['kwango']
lacer,['lacerate'],['lacer'],['lac']
lack,"['lacked', 'lacks']","['lack', 'lack']","['lack', 'lack']"
lackadais,['lackadaisical'],['lackadais'],['lackada']
lagoon,['lagoon'],['lagoon'],['lagoon']
lambaren,['lambarene'],['lambaren'],['lamb']
lame,['lame'],['lame'],['lam']
lamon,['lamon'],['lamon'],['lamon']
lampoon,['lampoon'],['lampoon'],['lampoon']
lana,['lana'],['lana'],['lan']
land,"['lands', 'landings']","['land', 'land']","['land', 'land']"
langeland,['langeland'],['langeland'],['langeland']
lao,['laos'],['lao'],['lao']
lapel,['lapels'],['lapel'],['lapel']
lappet,['lappets'],['lappet'],['lappet']
laps,['lapsing'],['laps'],['laps']
lat,['lats'],['lat'],['lat']
later,['later'],['later'],['lat']
lather,['lather'],['lather'],['lath']
latter,['latters'],['latter'],['lat']
laudanum,['laudanum'],['laudanum'],['laudan']
laughlin,['laughlin'],['laughlin'],['laughlin']
launch,['launching'],['launch'],['launch']
lauranc,['laurance'],['lauranc'],['laur']
laurel,['laurels'],['laurel'],['laurel']
lauro,['lauro'],['lauro'],['lauro']
lavish,['lavished'],['lavish'],['lav']
law,['law'],['law'],['law']
lawman,['lawman'],['lawman'],['lawm']
lawn,['lawns'],['lawn'],['lawn']
layer,"['layer', 'layers']","['layer', 'layer']","['lay', 'lay']"
laze,['laze'],['laze'],['laz']
lazili,['lazily'],['lazili'],['lazy']
lead,['lead'],['lead'],['lead']
leaf,['leaf'],['leaf'],['leaf']
leafhopp,['leafhopper'],['leafhopp'],['leafhop']
leafiest,['leafiest'],['leafiest'],['leafiest']
leaguer,['leaguers'],['leaguer'],['leagu']
leakag,['leakage'],['leakag'],['leak']
lean,['leaning'],['lean'],['lean']
leap,['leaping'],['leap'],['leap']
leapfrog,['leapfrog'],['leapfrog'],['leapfrog']
leash,['leashes'],['leash'],['leash']
least,['least'],['least'],['least']
leather,['leathers'],['leather'],['leath']
leaven,['leavened'],['leaven'],['leav']
leavitt,['leavitt'],['leavitt'],['leavit']
lectur,['lecture'],['lectur'],['lect']
ledford,['ledford'],['ledford'],['ledford']
ledger,['ledger'],['ledger'],['ledg']
legaci,['legacy'],['legaci'],['leg']
leger,['legers'],['leger'],['leg']
lena,['lena'],['lena'],['len']
lend,['lends'],['lend'],['lend']
leonato,['leonato'],['leonato'],['leonato']
leprosi,['leprosy'],['leprosi'],['leprosy']
less,['less'],['less'],['less']
lester,['lesters'],['lester'],['lest']
level,['levelled'],['level'],['level']
levi,['levy'],['levi'],['levy']
lewisohn,['lewisohn'],['lewisohn'],['lewisohn']
liberac,['liberace'],['liberac'],['liberac']
liberti,['libertie'],['liberti'],['liberty']
licens,['license'],['licens'],['licens']
lieut,['lieut'],['lieut'],['lieut']
lieuten,['lieutenants'],['lieuten'],['lieut']
lifeguard,['lifeguards'],['lifeguard'],['lifeguard']
lift,['lift'],['lift'],['lift']
lighter,['lighters'],['lighter'],['light']
liliputian,['liliputian'],['liliputian'],['liliput']
lilt,['lilt'],['lilt'],['lilt']
limerick,['limerick'],['limerick'],['limerick']
limousin,['limousine'],['limousin'],['limousin']
limp,['limping'],['limp'],['limp']
lincoln,['lincolns'],['lincoln'],['lincoln']
linger,['lingering'],['linger'],['ling']
lioness,['lioness'],['lioness'],['lio']
lippi,['lippi'],['lippi'],['lipp']
liquid,['liquidations'],['liquid'],['liquid']
list,"['liste', 'listing']","['list', 'list']","['list', 'list']"
liter,['literate'],['liter'],['lit']
lith,['lithe'],['lith'],['lith']
litl,['litle'],['litl'],['litl']
litorigin,['litorigin'],['litorigin'],['litorigin']
live,['lives'],['live'],['liv']
livingston,['livingston'],['livingston'],['livingston']
livshitz,['livshitz'],['livshitz'],['livshitz']
loath,"['loathed', 'loathing']","['loath', 'loath']","['loath', 'loath']"
lobbi,['lobbied'],['lobbi'],['lobby']
lobe,['lobes'],['lobe'],['lob']
lobular,['lobularity'],['lobular'],['lobul']
locat,['locate'],['locat'],['loc']
locker,['locker'],['locker'],['lock']
locki,['lockies'],['locki'],['locky']
lodg,"['lodged', 'lodgings']","['lodg', 'lodg']","['lodg', 'lodg']"
lodley,['lodley'],['lodley'],['lodley']
logger,['logger'],['logger'],['log']
logic,['logical'],['logic'],['log']
logist,['logistics'],['logist'],['log']
lohman,['lohmans'],['lohman'],['lohm']
lone,['lone'],['lone'],['lon']
longshoremen,['longshoremens'],['longshoremen'],['longshorem']
longtim,['longtime'],['longtim'],['longtim']
lonsdal,['lonsdales'],['lonsdal'],['lonsd']
look,['looked'],['look'],['look']
lookit,['lookit'],['lookit'],['lookit']
loosen,['loosens'],['loosen'],['loos']
lopatnikoff,['lopatnikoffs'],['lopatnikoff'],['lopatnikoff']
lordship,['lordship'],['lordship'],['lord']
loren,['loren'],['loren'],['lor']
losservator,['losservatore'],['losservator'],['losserv']
louis,['louise'],['louis'],['lou']
lovabl,['lovable'],['lovabl'],['lov']
loveless,['loveless'],['loveless'],['loveless']
lovelorn,['lovelorn'],['lovelorn'],['lovelorn']
lovett,['lovett'],['lovett'],['lovet']
low,['lowes'],['low'],['low']
lsu,['lsu'],['lsu'],['lsu']
lubbock,['lubbock'],['lubbock'],['lubbock']
lubric,"['lubricated', 'lubrication']","['lubric', 'lubric']","['lubr', 'lubr']"
luca,['lucas'],['luca'],['luca']
lucid,['lucid'],['lucid'],['lucid']
lucretia,['lucretia'],['lucretia'],['lucret']
luechtefeld,['luechtefeld'],['luechtefeld'],['luechtefeld']
luger,['luger'],['luger'],['lug']
luggag,['luggage'],['luggag'],['lug']
lulu,['lulu'],['lulu'],['lulu']
lumber,['lumbered'],['lumber'],['lumb']
lumia,['lumia'],['lumia'],['lum']
luniversit,['luniversite'],['luniversit'],['luniversit']
lurcat,['lurcat'],['lurcat'],['lurc']
lust,['lusts'],['lust'],['lust']
lustrous,['lustrous'],['lustrou'],['lust']
lute,['lute'],['lute'],['lut']
luther,['luthers'],['luther'],['luth']
luxuri,['luxury'],['luxuri'],['luxury']
lyman,['lyman'],['lyman'],['lym']
macklin,['macklins'],['macklin'],['macklin']
macro,['macro'],['macro'],['macro']
madagascar,['madagascar'],['madagascar'],['madagasc']
madmen,['madmen'],['madmen'],['madm']
madonna,['madonnas'],['madonna'],['madonna']
mag,['mag'],['mag'],['mag']
magdalen,['magdalene'],['magdalen'],['magd']
magnet,['magnetized'],['magnet'],['magnet']
magpi,['magpie'],['magpi'],['magpy']
mahon,['mahone'],['mahon'],['mahon']
maht,['maht'],['maht'],['maht']
maintain,['maintaining'],['maintain'],['maintain']
maitland,['maitlands'],['maitland'],['maitland']
majdanek,['majdanek'],['majdanek'],['majdanek']
major,['majority'],['major'],['maj']
make,"['makes', 'makings']","['make', 'make']","['mak', 'mak']"
malabar,['malabar'],['malabar'],['malab']
maladi,['maladies'],['maladi'],['malady']
malform,['malformations'],['malform'],['malform']
malia,['malia'],['malia'],['mal']
malign,['malign'],['malign'],['malign']
malta,['malta'],['malta'],['malt']
manhattan,['manhattans'],['manhattan'],['manhat']
manhour,['manhours'],['manhour'],['manho']
mani,['many'],['mani'],['many']
manifest,['manifested'],['manifest'],['manifest']
manikin,['manikin'],['manikin'],['manikin']
mankowski,['mankowski'],['mankowski'],['mankowsk']
manli,['manliness'],['manli'],['man']
mantegna,['mantegna'],['mantegna'],['mantegn']
manufactur,"['manufactured', 'manufacturing', 'manufactures']","['manufactur', 'manufactur', 'manufactur']","['manufact', 'manufact', 'manufact']"
manzanola,['manzanola'],['manzanola'],['manzanol']
map,['mapping'],['map'],['map']
maraud,['marauders'],['maraud'],['maraud']
marchin,['marchin'],['marchin'],['marchin']
marcius,['marcius'],['marciu'],['marci']
mardi,"['mardi', 'mardis']","['mardi', 'mardi']","['mard', 'mard']"
margo,['margo'],['margo'],['margo']
mari,['maris'],['mari'],['mar']
marin,['mariner'],['marin'],['marin']
markovitz,['markovitz'],['markovitz'],['markovitz']
marksmanship,['marksmanship'],['marksmanship'],['marksm']
marmalad,['marmalade'],['marmalad'],['marmalad']
marriag,['marriages'],['marriag'],['marry']
marshal,['marshals'],['marshal'],['marsh']
marsicano,['marsicano'],['marsicano'],['marsicano']
mart,"['marts', 'mart']","['mart', 'mart']","['mart', 'mart']"
martinelli,['martinelli'],['martinelli'],['martinell']
martingal,['martingale'],['martingal'],['mart']
mash,['mash'],['mash'],['mash']
massuh,['massuh'],['massuh'],['massuh']
mast,['masted'],['mast'],['mast']
master,"['mastered', 'masters']","['master', 'master']","['mast', 'mast']"
mate,['mate'],['mate'],['mat']
mateo,['mateo'],['mateo'],['mateo']
materi,"['materialize', 'materialism', 'materials']","['materi', 'materi', 'materi']","['mat', 'mat', 'mat']"
materialist,['materialistic'],['materialist'],['mat']
matic,['matic'],['matic'],['mat']
matron,['matron'],['matron'],['matron']
matt,['matt'],['matt'],['mat']
matter,"['mattered', 'matter']","['matter', 'matter']","['mat', 'mat']"
matunuck,['matunuck'],['matunuck'],['matunuck']
matur,"['maturities', 'maturity']","['matur', 'matur']","['mat', 'mat']"
mauch,['mauch'],['mauch'],['mauch']
maurier,['maurier'],['maurier'],['maury']
maxim,['maximization'],['maxim'],['maxim']
maxwel,['maxwell'],['maxwel'],['maxwel']
mayflow,['mayflower'],['mayflow'],['mayflow']
mayhem,['mayhem'],['mayhem'],['mayhem']
mazowsz,['mazowsze'],['mazowsz'],['mazowsz']
mcauliff,['mcauliffe'],['mcauliff'],['mcauliff']
mccone,['mccones'],['mccone'],['mccones']
mccracken,['mccracken'],['mccracken'],['mccracken']
mcdonnel,['mcdonnell'],['mcdonnel'],['mcdonnell']
mcfarland,['mcfarland'],['mcfarland'],['mcfarland']
mcghie,['mcghie'],['mcghie'],['mcghie']
mcintosh,['mcintosh'],['mcintosh'],['mcintosh']
mcintyr,['mcintyre'],['mcintyr'],['mcintyr']
mcnaughton,['mcnaughton'],['mcnaughton'],['mcnaughton']
meadow,['meadow'],['meadow'],['meadow']
mealynos,['mealynosed'],['mealynos'],['mealynos']
mean,"['meanes', 'meanness']","['mean', 'mean']","['mean', 'mean']"
meander,['meandering'],['meander'],['meand']
meati,['meaty'],['meati'],['meaty']
mechanist,['mechanist'],['mechanist'],['mech']
medea,['medea'],['medea'],['mede']
medfield,['medfield'],['medfield'],['medfield']
medic,['medical'],['medic'],['med']
mediev,['medieval'],['mediev'],['mediev']
mediocr,['mediocrities'],['mediocr'],['mediocr']
medmenham,['medmenham'],['medmenham'],['medmenham']
mee,['mee'],['mee'],['mee']
meek,['meekly'],['meekli'],['meek']
meet,['meetings'],['meet'],['meet']
meisenheim,['meisenheimer'],['meisenheim'],['meisenheim']
melamin,['melamine'],['melamin'],['melamin']
mele,['melee'],['mele'],['mel']
mellow,['mellow'],['mellow'],['mellow']
mem,['mem'],['mem'],['mem']
memoir,['memoir'],['memoir'],['memoir']
memor,['memorize'],['memor'],['mem']
memori,['memories'],['memori'],['mem']
memphi,['memphis'],['memphi'],['memph']
menarch,['menarche'],['menarch'],['menarch']
merrimack,['merrimack'],['merrimack'],['merrimack']
merrymak,['merrymaking'],['merrymak'],['merrymak']
merz,['merz'],['merz'],['merz']
mess,['messed'],['mess'],['mess']
messeng,['messengers'],['messeng'],['messeng']
metabolit,['metabolites'],['metabolit'],['metabolit']
metalsmith,['metalsmiths'],['metalsmith'],['metalsmith']
metaphor,['metaphorical'],['metaphor'],['metaph']
metr,['metre'],['metr'],['met']
metropolian,['metropolian'],['metropolian'],['metropol']
mettl,['mettle'],['mettl'],['mettl']
mettlesom,['mettlesome'],['mettlesom'],['mettlesom']
mexican,['mexican'],['mexican'],['mex']
meynel,['meynells'],['meynel'],['meynel']
mglbod,['mglbod'],['mglbod'],['mglbod']
mgm,['mgm'],['mgm'],['mgm']
miasmal,['miasmal'],['miasmal'],['miasm']
michaelson,['michaelson'],['michaelson'],['michaelson']
michilimackinac,['michilimackinac'],['michilimackinac'],['michilimackinac']
microbi,['microbial'],['microbi'],['microb']
microsom,['microsomal'],['microsom'],['microsom']
midshipmen,['midshipmen'],['midshipmen'],['midshipm']
mif,['miffed'],['mif'],['miff']
mightili,['mightily'],['mightili'],['mighty']
mikhail,['mikhail'],['mikhail'],['mikhail']
milan,['milan'],['milan'],['mil']
mileston,['milestones'],['mileston'],['mileston']
milhaud,['milhauds'],['milhaud'],['milhaud']
mill,['milling'],['mill'],['mil']
millay,['millay'],['millay'],['millay']
miller,['millers'],['miller'],['mil']
million,['million'],['million'],['mil']
millss,['millss'],['millss'],['millss']
milquetoast,['milquetoasts'],['milquetoast'],['milquetoast']
milwauke,['milwaukees'],['milwauke'],['milwauk']
mimet,['mimetically'],['mimet'],['mimet']
mind,"['mindful', 'minds']","['mind', 'mind']","['mind', 'mind']"
miner,['mineralized'],['miner'],['min']
minist,['ministers'],['minist'],['min']
minor,['minors'],['minor'],['min']
minut,['minute'],['minut'],['minut']
minutia,['minutiae'],['minutia'],['minutia']
mischa,['mischa'],['mischa'],['misch']
misconstruct,['misconstructions'],['misconstruct'],['misconstruct']
miscreant,['miscreants'],['miscreant'],['miscr']
misde,['misdeeds'],['misde'],['misdee']
miseri,['misery'],['miseri'],['misery']
mislead,['misleading'],['mislead'],['mislead']
miss,['missed'],['miss'],['miss']
mistak,['mistakes'],['mistak'],['mistak']
mitig,"['mitigate', 'mitigating']","['mitig', 'mitig']","['mitig', 'mitig']"
miuchi,['miuchi'],['miuchi'],['miuch']
mixtur,['mixture'],['mixtur'],['mixt']
mm,['mm'],['mm'],['mm']
mme,['mme'],['mme'],['mme']
mob,['mob'],['mob'],['mob']
moccasin,['moccasins'],['moccasin'],['moccasin']
moffett,['moffett'],['moffett'],['moffet']
molotov,['molotov'],['molotov'],['molotov']
momma,['momma'],['momma'],['momm']
mommi,['mommys'],['mommi'],['mommy']
monast,['monastic'],['monast'],['monast']
monei,['monei'],['monei'],['mone']
monel,['monel'],['monel'],['monel']
monosyl,['monosyllables'],['monosyl'],['monosyl']
montero,['montero'],['montero'],['montero']
montfaucon,['montfaucon'],['montfaucon'],['montfaucon']
monument,['monument'],['monument'],['monu']
moo,['moos'],['moo'],['moo']
moon,['moons'],['moon'],['moon']
mooncurs,['mooncursers'],['mooncurs'],['mooncurs']
moor,['mooring'],['moor'],['moor']
mor,['mor'],['mor'],['mor']
moral,['moralities'],['moral'],['mor']
moriarti,['moriartys'],['moriarti'],['moriarty']
moros,['morose'],['moros'],['moros']
mose,['mose'],['mose'],['mos']
motel,['motels'],['motel'],['motel']
moth,['moth'],['moth'],['moth']
motherhood,['motherhood'],['motherhood'],['moth']
mould,"['mould', 'moulding']","['mould', 'mould']","['mould', 'mould']"
mountainsid,['mountainsides'],['mountainsid'],['mountainsid']
mousi,['mousie'],['mousi'],['mousy']
moustach,['moustache'],['moustach'],['moustach']
mouth,['mouthful'],['mouth'],['mouth']
mozart,['mozarts'],['mozart'],['mozart']
mp,['mp'],['mp'],['mp']
ms,['ms'],['ms'],['ms']
mucilag,['mucilage'],['mucilag'],['mucil']
mucosa,['mucosa'],['mucosa'],['mucos']
muddi,['muddy'],['muddi'],['muddy']
mudguard,['mudguard'],['mudguard'],['mudguard']
muff,['muff'],['muff'],['muff']
mule,['mules'],['mule'],['mul']
mulligan,['mulligans'],['mulligan'],['mullig']
multipli,['multiplies'],['multipli'],['multiply']
multitud,['multitudes'],['multitud'],['multitud']
multnomah,['multnomah'],['multnomah'],['multnomah']
munro,['munroe'],['munro'],['munro']
murat,['murat'],['murat'],['mur']
murmur,['murmur'],['murmur'],['murm']
murtaugh,['murtaugh'],['murtaugh'],['murtaugh']
muscl,['muscles'],['muscl'],['musc']
museum,['museums'],['museum'],['museum']
musial,['musial'],['musial'],['mus']
musician,['musician'],['musician'],['mus']
musicianship,['musicianship'],['musicianship'],['mus']
mustachio,['mustachioed'],['mustachio'],['mustachio']
musti,['mustiness'],['musti'],['musty']
mutat,"['mutational', 'mutations']","['mutat', 'mutat']","['mut', 'mut']"
mycobacteria,['mycobacteria'],['mycobacteria'],['mycobacter']
myn,['myn'],['myn'],['myn']
myocardi,['myocardial'],['myocardi'],['myocard']
myron,['myron'],['myron'],['myron']
mystic,"['mystic', 'mysticism']","['mystic', 'mystic']","['myst', 'myst']"
nabisco,['nabisco'],['nabisco'],['nabisco']
nag,['nagging'],['nag'],['nag']
nagamo,['nagamo'],['nagamo'],['nagamo']
nairo,['nairo'],['nairo'],['nairo']
naomi,['naomi'],['naomi'],['naom']
narrow,['narrowed'],['narrow'],['narrow']
narrowli,['narrowly'],['narrowli'],['narrow']
nashvill,['nashville'],['nashvil'],['nashvil']
nat,['nat'],['nat'],['nat']
natal,['natal'],['natal'],['nat']
nate,['nates'],['nate'],['nat']
natti,['natty'],['natti'],['natty']
natur,['nature'],['natur'],['nat']
naughtier,['naughtier'],['naughtier'],['naughty']
navig,['navigators'],['navig'],['navig']
nc,['nc'],['nc'],['nc']
neal,['neal'],['neal'],['neal']
nearsight,['nearsightedly'],['nearsightedli'],['nearsight']
neat,['neat'],['neat'],['neat']
nebul,['nebulous'],['nebul'],['neb']
necrot,['necrotic'],['necrot'],['necrot']
nectar,['nectar'],['nectar'],['nect']
need,['needing'],['need'],['nee']
neesen,['neesen'],['neesen'],['nees']
neglect,"['neglected', 'neglects']","['neglect', 'neglect']","['neglect', 'neglect']"
neglig,['negligent'],['neglig'],['neglig']
negro,['negroes'],['negro'],['negro']
nehrus,['nehrus'],['nehru'],['nehr']
neighbor,['neighbors'],['neighbor'],['neighb']
nelli,['nellie'],['nelli'],['nel']
nemesi,['nemesis'],['nemesi'],['nemes']
nennius,['nennius'],['nenniu'],['nenni']
neocort,['neocortical'],['neocort'],['neocort']
nest,['nested'],['nest'],['nest']
network,['network'],['network'],['network']
neuberg,['neuberger'],['neuberg'],['neuberg']
neurasthen,['neurasthenic'],['neurasthen'],['neurasth']
neuriti,['neuritis'],['neuriti'],['neurit']
neuros,['neuroses'],['neuros'],['neuros']
neustet,['neusteters'],['neustet'],['neustet']
neutral,['neutrality'],['neutral'],['neut']
neversink,['neversink'],['neversink'],['neversink']
newbiggin,['newbiggins'],['newbiggin'],['newbiggin']
newbold,['newbold'],['newbold'],['newbold']
newspaperman,['newspaperman'],['newspaperman'],['newspaperm']
nicaragua,['nicaragua'],['nicaragua'],['nicaragu']
nick,['nicked'],['nick'],['nick']
nicodemus,['nicodemus'],['nicodemu'],['nicodem']
niebuhr,['niebuhr'],['niebuhr'],['niebuhr']
niggertown,['niggertown'],['niggertown'],['niggertown']
nightmar,['nightmares'],['nightmar'],['nightm']
nike,['nike'],['nike'],['nik']
nile,['nile'],['nile'],['nil']
nilsson,['nilsson'],['nilsson'],['nilsson']
nitrat,['nitrates'],['nitrat'],['nit']
nobel,['nobel'],['nobel'],['nobel']
nod,['nods'],['nod'],['nod']
noir,['noire'],['noir'],['noir']
noisemak,['noisemakers'],['noisemak'],['noisemak']
nolo,['nolo'],['nolo'],['nolo']
nomia,['nomias'],['nomia'],['nomia']
noncommiss,['noncommissioned'],['noncommiss'],['noncommit']
nondri,['nondrying'],['nondri'],['nondry']
nonequival,['nonequivalence'],['nonequival'],['nonequ']
nonpartisan,['nonpartisan'],['nonpartisan'],['nonpart']
nordmann,['nordmann'],['nordmann'],['nordman']
nordstrom,['nordstrom'],['nordstrom'],['nordstrom']
norfolk,['norfolk'],['norfolk'],['norfolk']
northern,['northerner'],['northern'],['northern']
nos,['nos'],['no'],['nos']
nosebag,['nosebag'],['nosebag'],['noseb']
note,['note'],['note'],['not']
notic,['notices'],['notic'],['not']
notion,['notion'],['notion'],['not']
